phase,node_id,op,device,device_type,mode,start,end,duration,_row,step,layer,shard,schedule,schedule_duration_s,schedule_duration_scaled_s,merged_duration_scaled_s,delta_scaled_s,ratio_scaled,missing_segments_row_scope
prefill,L0_LN,LN,GPU0,npu,NAIVE,0.0,7.812939453124999e-05,7.812939453124999e-05,0,-1,0,-1,attn_on_pim_prefill-1024xdecode_128_ops_trace.csv,7.812939453124999e-05,7.812939453124999e-05,1.5103704519403297e-05,-6.302569001184669e-05,0.19331654379277388,0
prefill,L0_Q_s0,Q,PIM0,pim,NAIVE,0.0005485440085937,0.0058845951033854,0.0053360510947916,1,-1,0,0,attn_on_pim_prefill-1024xdecode_128_ops_trace.csv,0.0053360510947916,0.0053360510947916,0.00477742986960154,-0.0005586212251900606,0.8953118672841573,0
prefill,L0_K_s0,K,PIM0,pim,NAIVE,0.0058845951033854,0.011220646198177,0.0053360510947916,2,-1,0,0,attn_on_pim_prefill-1024xdecode_128_ops_trace.csv,0.0053360510947916,0.0053360510947916,0.00477742986960154,-0.0005586212251900606,0.8953118672841573,0
prefill,L0_V_s0,V,PIM0,pim,NAIVE,0.011220646198177,0.0165566972929687,0.0053360510947916,3,-1,0,0,attn_on_pim_prefill-1024xdecode_128_ops_trace.csv,0.0053360510947916,0.0053360510947916,0.00477742986960154,-0.0005586212251900606,0.8953118672841573,0
prefill,L0_Q_s1,Q,PIM1,pim,NAIVE,0.0005485440085937,0.0058845951033854,0.0053360510947916,4,-1,0,1,attn_on_pim_prefill-1024xdecode_128_ops_trace.csv,0.0053360510947916,0.0053360510947916,0.00477742986960154,-0.0005586212251900606,0.8953118672841573,0
prefill,L0_K_s1,K,PIM1,pim,NAIVE,0.0058845951033854,0.011220646198177,0.0053360510947916,5,-1,0,1,attn_on_pim_prefill-1024xdecode_128_ops_trace.csv,0.0053360510947916,0.0053360510947916,0.00477742986960154,-0.0005586212251900606,0.8953118672841573,0
prefill,L0_V_s1,V,PIM1,pim,NAIVE,0.011220646198177,0.0165566972929687,0.0053360510947916,6,-1,0,1,attn_on_pim_prefill-1024xdecode_128_ops_trace.csv,0.0053360510947916,0.0053360510947916,0.00477742986960154,-0.0005586212251900606,0.8953118672841573,0
prefill,L0_K_write_s0,K_write,PIM0,pim,NAIVE,0.0165566972929687,0.0165605372929687,3.840000000001481e-06,7,-1,0,0,attn_on_pim_prefill-1024xdecode_128_ops_trace.csv,3.840000000001481e-06,3.840000000001481e-06,3.840000000001481e-06,0.0,1.0,0
prefill,L0_QK_s0,QK,PIM0,pim,NAIVE,0.0165605372929687,0.0202633212929687,0.003702784,8,-1,0,0,attn_on_pim_prefill-1024xdecode_128_ops_trace.csv,0.003702784,0.003702784,0.003315146457189901,-0.0003876375428100991,0.8953118672841572,0
prefill,L0_V_write_s0,V_write,PIM0,pim,NAIVE,0.0202633212929687,0.0202671612929687,3.840000000001481e-06,9,-1,0,0,attn_on_pim_prefill-1024xdecode_128_ops_trace.csv,3.840000000001481e-06,3.840000000001481e-06,3.840000000001481e-06,0.0,1.0,0
prefill,L0_K_write_s1,K_write,PIM1,pim,NAIVE,0.0165566972929687,0.0165605372929687,3.840000000001481e-06,10,-1,0,1,attn_on_pim_prefill-1024xdecode_128_ops_trace.csv,3.840000000001481e-06,3.840000000001481e-06,3.840000000001481e-06,0.0,1.0,0
prefill,L0_QK_s1,QK,PIM1,pim,NAIVE,0.0165605372929687,0.0202633212929687,0.003702784,11,-1,0,1,attn_on_pim_prefill-1024xdecode_128_ops_trace.csv,0.003702784,0.003702784,0.003315146457189901,-0.0003876375428100991,0.8953118672841572,0
prefill,L0_V_write_s1,V_write,PIM1,pim,NAIVE,0.0202633212929687,0.0202671612929687,3.840000000001481e-06,12,-1,0,1,attn_on_pim_prefill-1024xdecode_128_ops_trace.csv,3.840000000001481e-06,3.840000000001481e-06,3.840000000001481e-06,0.0,1.0,0
prefill,L0_Softmax_s0,Softmax,PIM0,pim,NAIVE,0.0202671612929687,0.0237559292929687,0.0034887679999999,13,-1,0,0,attn_on_pim_prefill-1024xdecode_128_ops_trace.csv,0.0034887679999999,0.0034887679999999,0.003123535392601125,-0.000365232607398775,0.8953118672841572,0
prefill,L0_Softmax_s1,Softmax,PIM1,pim,NAIVE,0.0202671612929687,0.0237559292929687,0.0034887679999999,14,-1,0,1,attn_on_pim_prefill-1024xdecode_128_ops_trace.csv,0.0034887679999999,0.0034887679999999,0.003123535392601125,-0.000365232607398775,0.8953118672841572,0
prefill,L0_SV_s0,SV,PIM0,pim,NAIVE,0.0237559292929687,0.0262299132929687,0.0024739839999999,15,-1,0,0,attn_on_pim_prefill-1024xdecode_128_ops_trace.csv,0.0024739839999999,0.0024739839999999,0.002214987234671039,-0.0002589967653288611,0.8953118672841572,0
prefill,L0_SV_s1,SV,PIM1,pim,NAIVE,0.0237559292929687,0.0262299132929687,0.0024739839999999,16,-1,0,1,attn_on_pim_prefill-1024xdecode_128_ops_trace.csv,0.0024739839999999,0.0024739839999999,0.002214987234671039,-0.0002589967653288611,0.8953118672841572,0
prefill,L0_O_s0,O,PIM0,pim,NAIVE,0.0262299132929687,0.0311911803877604,0.0049612670947916,17,-1,0,0,attn_on_pim_prefill-1024xdecode_128_ops_trace.csv,0.0049612670947916,0.0049612670947916,0.004441881306733313,-0.0005193857880582868,0.8953118672841572,0
